"","g2","CI_lower","CI_upper","Rate","Rep"
"148",0.00954920435130679,-5.71404930385655e-07,0.0331775022910046,0.99,"Replicate56"
"149",-4.47559846294965e-07,-7.04837666301583e-07,-8.54172899966699e-08,0.99,"Replicate55"
"150",-4.205917488731e-07,-8.15574532439522e-07,-1.08054595412965e-07,0.99,"Replicate54"
"151",-4.4192289572198e-07,-7.20481310942378e-07,-6.6864979489379e-08,0.99,"Replicate53"
"152",0.000249292934317857,-3.41476577730981e-07,0.000725079517720295,0.99,"Replicate52"
"153",0.00769058756770735,-4.03995422504355e-07,0.023278998761986,0.99,"Replicate51"
"154",-5.52841701306761e-07,-8.5056652259774e-07,-1.81377532668115e-07,0.99,"Replicate50"
"155",-2.85312882652988e-07,-6.34347157443815e-07,9.61191549020413e-08,0.99,"Replicate5"
"156",0.0153046672668211,-3.88802661080434e-07,0.0473216054498033,0.99,"Replicate49"
"157",1.64544785505871e-05,-9.53890991736705e-07,4.84848819029771e-05,0.99,"Replicate48"
"158",0.0112888631899257,-9.87431754195797e-08,0.0339217799265819,0.99,"Replicate47"
"159",0.00220028904439173,-5.84543204174003e-08,0.00760098074991976,0.99,"Replicate46"
"160",0.000193530657750518,-7.29408720409608e-07,0.000563601492044091,0.99,"Replicate45"
"161",-8.85137774742084e-07,-1.04472611482109e-06,-5.97706369526163e-07,0.99,"Replicate44"
"162",-7.08508364533067e-07,-9.68709978535487e-07,-3.07442342756259e-07,0.99,"Replicate43"
"163",0.00683733666851016,-9.44000458275029e-07,0.0206379500894299,0.99,"Replicate42"
"164",-2.8939099960823e-07,-8.90970197009455e-07,7.94075599541699e-07,0.99,"Replicate41"
"165",-4.58940826786325e-07,-7.14770142740129e-07,-8.17770881234028e-08,0.99,"Replicate40"
"166",1.35582411520119e-05,-1.0121223296744e-06,4.07581246452127e-05,0.99,"Replicate4"
"167",-8.96758344248738e-08,-5.15808545295537e-07,4.64902046037884e-07,0.99,"Replicate39"
"168",-7.96753637288816e-07,-1.08624766710086e-06,-3.17482693965033e-07,0.99,"Replicate38"
"169",0.0113452814232247,-3.71354474953955e-07,0.0347276563669316,0.99,"Replicate37"
"170",0.0113942640986169,-7.06494582983219e-07,0.0412287036538834,0.99,"Replicate36"
"171",0.00230060679155519,-1.833395269496e-06,0.00680615256149978,0.99,"Replicate35"
"172",-8.869038838899e-07,-1.08077250458027e-06,-6.12565006705146e-07,0.99,"Replicate34"
