"","g2","CI_lower","CI_upper","Rate","Rep"
"394",6.22356957968861e-07,-9.28954593285014e-07,1.81069185214988e-06,1e-08,"14"
"395",1.23255677419998e-06,-8.36888820263115e-07,4.0380510922644e-06,1e-08,"13"
"396",5.23728790779998e-07,-1.19692103486557e-06,2.5401450526874e-06,1e-08,"12"
"397",-1.4062425743866e-06,-3.95645380489862e-06,2.56892385945839e-06,1e-08,"11"
"398",3.46374526571935e-06,1.39857478308469e-06,5.8978226366857e-06,1e-08,"100"
"399",1.39555487099763e-06,-2.54234675101105e-07,3.17436811036464e-06,1e-08,"10"
"400",2.67142019838573e-07,-2.24926833512218e-06,2.93269814943264e-06,1e-08,"1"
"401",-0.000179290935697907,-0.000270230454950557,-5.50269772534531e-05,1e-07,"99"
"402",8.76545040897625e-05,-1.89240562628312e-05,0.000242341242793898,1e-07,"98"
"403",7.27739485124612e-05,-2.30447288303098e-05,0.00019338785997412,1e-07,"97"
"404",3.40865638643884e-05,-0.000118717653301434,0.000256223918408671,1e-07,"96"
"405",-1.12861208299009e-05,-8.81061957680118e-05,7.42491408591782e-05,1e-07,"95"
"406",3.44287864040282e-06,-0.000137989287611778,0.000172276860325227,1e-07,"94"
"407",-5.28391151637386e-05,-0.000122918154514284,1.38314339431011e-05,1e-07,"93"
"408",-6.67070551958471e-05,-0.000141341558021832,3.1634909094691e-06,1e-07,"92"
"409",-8.0969104158668e-05,-0.000189386614213849,7.05145174171251e-05,1e-07,"91"
"410",-0.000130105293854821,-0.000257837635231162,2.63727231337051e-05,1e-07,"90"
"411",5.61132722582958e-05,-2.08469954031343e-05,0.000160954882948855,1e-07,"9"
"412",1.29086630185071e-06,-9.76300278928033e-05,0.000103410400179876,1e-07,"89"
"413",0.000193574568588373,7.08772107217427e-06,0.000352296268447078,1e-07,"88"
"414",0.000125730812214897,-0.000120277524868959,0.000496404209184392,1e-07,"87"
"415",-0.000172858154081967,-0.000247842318061212,-9.98188407805163e-05,1e-07,"86"
"416",-7.80404314295602e-05,-0.000153697308201484,1.66257752998555e-05,1e-07,"85"
"417",6.7360594238064e-05,-6.96968783322205e-05,0.00020192958144129,1e-07,"84"
"418",-6.50182164799729e-05,-0.000123612229523351,4.07290268610748e-05,1e-07,"83"
"419",-3.38562388860764e-05,-0.000122607884434187,5.9632747461924e-05,1e-07,"82"
"420",0.000167242663374978,1.89830392213819e-05,0.00035448802161625,1e-07,"81"
"421",-0.000207091585861408,-0.000253611857212516,-0.000144180926075937,1e-07,"80"
"422",3.922958432101e-05,-8.0187968873488e-05,0.000166798914847832,1e-07,"8"
"423",9.37912517606776e-05,-0.000130632692815921,0.000295941026816932,1e-07,"79"
"424",0.000206542003651666,-1.57484370663458e-05,0.000389299055083686,1e-07,"78"
"425",4.29275604552082e-05,-7.0965760104158e-05,0.000201637695399059,1e-07,"77"
"426",7.41752267567897e-05,-3.81226741139134e-05,0.000197362956702107,1e-07,"76"
